Month,Day of Week,Portion of Day,Purpose,Start Location Type,End Location Type,Total Commutes
December,Thursday,Morning,Recreation (Social Gathering),Home,Pub,170
December,Thursday,Morning,Work/Home Commute,Home,Work,4210
December,Thursday,Morning,Going Back to Home,Pub,Home,256
December,Thursday,Morning,Going Back to Home,Restaurant,Home,10
December,Thursday,Afternoon,Eating,Work,Restaurant,1669
December,Thursday,Afternoon,Eating,Home,Restaurant,24
December,Thursday,Afternoon,Eating,Pub,Restaurant,10
December,Thursday,Afternoon,Going Back to Home,Pub,Home,49
December,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,8
December,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,21
December,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1643
December,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,46
December,Thursday,Evening,Eating,Work,Restaurant,1127
December,Thursday,Evening,Eating,Pub,Restaurant,63
December,Thursday,Evening,Eating,Home,Restaurant,413
December,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,38
December,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1419
December,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,273
December,Thursday,Evening,Going Back to Home,Pub,Home,138
December,Thursday,Evening,Work/Home Commute,Work,Home,4197
December,Thursday,Evening,Recreation (Social Gathering),Home,Pub,706
December,Thursday,Night,Going Back to Home,Pub,Home,1649
December,Thursday,Night,Going Back to Home,Restaurant,Home,68
December,Thursday,Night,Eating,Home,Restaurant,677
December,Thursday,Night,Eating,Pub,Restaurant,184
December,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,3
December,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,195
December,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,766
December,Thursday,Night,Recreation (Social Gathering),Home,Pub,1210
December,Thursday,Night,Work/Home Commute,Work,Home,13
December,Friday,Morning,Eating,Pub,Restaurant,10
December,Friday,Morning,Eating,Home,Restaurant,82
December,Friday,Morning,Eating,Work,Restaurant,504
December,Friday,Morning,Recreation (Social Gathering),Home,Pub,121
December,Friday,Morning,Going Back to Home,Pub,Home,247
December,Friday,Morning,Going Back to Home,Restaurant,Home,7
December,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,84
December,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,240
December,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,9
December,Friday,Morning,Work/Home Commute,Home,Work,4225
December,Friday,Afternoon,Eating,Work,Restaurant,1659
December,Friday,Afternoon,Eating,Home,Restaurant,33
December,Friday,Afternoon,Eating,Pub,Restaurant,9
December,Friday,Afternoon,Going Back to Home,Pub,Home,36
December,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,6
December,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1613
December,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,25
December,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,38
December,Friday,Evening,Eating,Work,Restaurant,1154
December,Friday,Evening,Eating,Home,Restaurant,408
December,Friday,Evening,Eating,Pub,Restaurant,66
December,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,31
December,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1462
December,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,278
December,Friday,Evening,Going Back to Home,Pub,Home,125
December,Friday,Evening,Work/Home Commute,Work,Home,4211
December,Friday,Evening,Recreation (Social Gathering),Home,Pub,867
December,Friday,Night,Going Back to Home,Pub,Home,2063
December,Friday,Night,Going Back to Home,Restaurant,Home,66
December,Friday,Night,Eating,Pub,Restaurant,220
December,Friday,Night,Eating,Home,Restaurant,640
December,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,235
December,Friday,Night,Coming Back From Restaurant,Restaurant,Home,725
December,Friday,Night,Coming Back From Restaurant,Restaurant,Work,2
December,Friday,Night,Recreation (Social Gathering),Home,Pub,1518
December,Friday,Night,Work/Home Commute,Work,Home,14
December,Saturday,Morning,Eating,Home,Restaurant,2126
December,Saturday,Morning,Eating,Work,Restaurant,94
December,Saturday,Morning,Eating,Pub,Restaurant,82
December,Saturday,Morning,Recreation (Social Gathering),Home,Pub,2338
December,Saturday,Morning,Coming Back From Restaurant,Restaurant,Home,1962
December,Saturday,Morning,Coming Back From Restaurant,Restaurant,Pub,41
December,Saturday,Morning,Coming Back From Restaurant,Restaurant,Work,60
December,Saturday,Morning,Going Back to Home,Pub,Home,1729
December,Saturday,Morning,Going Back to Home,Restaurant,Home,115
December,Saturday,Morning,Work/Home Commute,Home,Work,535
December,Saturday,Afternoon,Going Back to Home,Pub,Home,716
December,Saturday,Afternoon,Eating,Pub,Restaurant,167
December,Saturday,Afternoon,Eating,Home,Restaurant,607
December,Saturday,Afternoon,Eating,Work,Restaurant,176
December,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Home,495
December,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,157
December,Saturday,Afternoon,Coming Back From Restaurant,Restaurant,Work,180
December,Saturday,Afternoon,Recreation (Social Gathering),Home,Pub,710
December,Saturday,Evening,Going Back to Home,Pub,Home,1454
December,Saturday,Evening,Coming Back From Restaurant,Restaurant,Pub,211
December,Saturday,Evening,Coming Back From Restaurant,Restaurant,Home,872
December,Saturday,Evening,Coming Back From Restaurant,Restaurant,Work,165
December,Saturday,Evening,Eating,Home,Restaurant,810
December,Saturday,Evening,Eating,Pub,Restaurant,189
December,Saturday,Evening,Eating,Work,Restaurant,135
December,Saturday,Evening,Recreation (Social Gathering),Home,Pub,1531
December,Saturday,Evening,Work/Home Commute,Work,Home,535
December,Saturday,Night,Coming Back From Restaurant,Restaurant,Home,729
December,Saturday,Night,Coming Back From Restaurant,Restaurant,Pub,228
December,Saturday,Night,Going Back to Home,Pub,Home,2256
December,Saturday,Night,Going Back to Home,Restaurant,Home,49
December,Saturday,Night,Eating,Home,Restaurant,667
December,Saturday,Night,Eating,Pub,Restaurant,217
December,Saturday,Night,Recreation (Social Gathering),Home,Pub,1569
December,Sunday,Morning,Eating,Home,Restaurant,1732
December,Sunday,Morning,Eating,Work,Restaurant,61
December,Sunday,Morning,Eating,Pub,Restaurant,31
December,Sunday,Morning,Recreation (Social Gathering),Home,Pub,1835
December,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,1593
December,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,21
December,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,42
December,Sunday,Morning,Going Back to Home,Pub,Home,1340
December,Sunday,Morning,Going Back to Home,Restaurant,Home,87
December,Sunday,Morning,Work/Home Commute,Home,Work,416
December,Sunday,Afternoon,Going Back to Home,Pub,Home,570
December,Sunday,Afternoon,Eating,Home,Restaurant,486
December,Sunday,Afternoon,Eating,Work,Restaurant,153
December,Sunday,Afternoon,Eating,Pub,Restaurant,130
December,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,109
December,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,396
December,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,136
December,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,558
December,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,711
December,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,173
December,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,139
December,Sunday,Evening,Going Back to Home,Pub,Home,1125
December,Sunday,Evening,Eating,Work,Restaurant,103
December,Sunday,Evening,Eating,Pub,Restaurant,166
December,Sunday,Evening,Eating,Home,Restaurant,660
December,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1194
December,Sunday,Evening,Work/Home Commute,Work,Home,412
December,Sunday,Night,Going Back to Home,Pub,Home,1753
December,Sunday,Night,Going Back to Home,Restaurant,Home,37
December,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,218
December,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,547
December,Sunday,Night,Eating,Pub,Restaurant,208
December,Sunday,Night,Eating,Home,Restaurant,476
December,Sunday,Night,Recreation (Social Gathering),Home,Pub,1231
December,Sunday,Night,Work/Home Commute,Work,Home,4
December,Monday,Morning,Eating,Home,Restaurant,102
December,Monday,Morning,Eating,Pub,Restaurant,2
December,Monday,Morning,Eating,Work,Restaurant,427
December,Monday,Morning,Recreation (Social Gathering),Home,Pub,88
December,Monday,Morning,Going Back to Home,Pub,Home,225
December,Monday,Morning,Going Back to Home,Restaurant,Home,9
December,Monday,Morning,Work/Home Commute,Home,Work,3336
December,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,102
December,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,220
December,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
December,Monday,Afternoon,Going Back to Home,Pub,Home,26
December,Monday,Afternoon,Eating,Work,Restaurant,1317
December,Monday,Afternoon,Eating,Home,Restaurant,25
December,Monday,Afternoon,Eating,Pub,Restaurant,15
December,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,26
December,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,12
December,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1296
December,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,21
December,Monday,Evening,Eating,Work,Restaurant,897
December,Monday,Evening,Eating,Home,Restaurant,335
December,Monday,Evening,Eating,Pub,Restaurant,45
December,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,23
December,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1123
December,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,215
December,Monday,Evening,Going Back to Home,Pub,Home,90
December,Monday,Evening,Work/Home Commute,Work,Home,3330
December,Monday,Evening,Recreation (Social Gathering),Home,Pub,635
December,Monday,Night,Going Back to Home,Pub,Home,1496
December,Monday,Night,Going Back to Home,Restaurant,Home,34
December,Monday,Night,Eating,Home,Restaurant,519
December,Monday,Night,Eating,Pub,Restaurant,187
December,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,194
December,Monday,Night,Coming Back From Restaurant,Restaurant,Home,618
December,Monday,Night,Coming Back From Restaurant,Restaurant,Work,2
December,Monday,Night,Recreation (Social Gathering),Home,Pub,1067
December,Monday,Night,Work/Home Commute,Work,Home,6
December,Tuesday,Morning,Eating,Home,Restaurant,105
December,Tuesday,Morning,Eating,Work,Restaurant,425
December,Tuesday,Morning,Eating,Pub,Restaurant,4
December,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,95
December,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
December,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,100
December,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,208
December,Tuesday,Morning,Work/Home Commute,Home,Work,3340
December,Tuesday,Morning,Going Back to Home,Pub,Home,190
December,Tuesday,Morning,Going Back to Home,Restaurant,Home,13
December,Tuesday,Afternoon,Eating,Work,Restaurant,1335
December,Tuesday,Afternoon,Eating,Home,Restaurant,19
December,Tuesday,Afternoon,Eating,Pub,Restaurant,4
December,Tuesday,Afternoon,Going Back to Home,Pub,Home,24
December,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,25
December,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,5
December,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1324
December,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
December,Tuesday,Evening,Eating,Work,Restaurant,883
December,Tuesday,Evening,Eating,Home,Restaurant,360
December,Tuesday,Evening,Eating,Pub,Restaurant,38
December,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,257
December,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1109
December,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,17
December,Tuesday,Evening,Going Back to Home,Pub,Home,85
December,Tuesday,Evening,Work/Home Commute,Work,Home,3330
December,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,494
December,Tuesday,Night,Going Back to Home,Pub,Home,1141
December,Tuesday,Night,Going Back to Home,Restaurant,Home,53
December,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,134
December,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,623
December,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,2
December,Tuesday,Night,Eating,Home,Restaurant,572
December,Tuesday,Night,Eating,Pub,Restaurant,118
December,Tuesday,Night,Recreation (Social Gathering),Home,Pub,824
December,Tuesday,Night,Work/Home Commute,Work,Home,10
December,Wednesday,Morning,Eating,Home,Restaurant,102
December,Wednesday,Morning,Eating,Pub,Restaurant,10
December,Wednesday,Morning,Eating,Work,Restaurant,410
December,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,93
December,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
December,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,101
December,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,200
December,Wednesday,Morning,Going Back to Home,Pub,Home,177
December,Wednesday,Morning,Going Back to Home,Restaurant,Home,11
December,Wednesday,Morning,Work/Home Commute,Home,Work,3332
December,Wednesday,Afternoon,Eating,Work,Restaurant,1342
December,Wednesday,Afternoon,Eating,Home,Restaurant,23
December,Wednesday,Afternoon,Eating,Pub,Restaurant,1
December,Wednesday,Afternoon,Going Back to Home,Pub,Home,31
December,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,5
December,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,19
December,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1312
December,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,32
December,Wednesday,Evening,Eating,Work,Restaurant,897
December,Wednesday,Evening,Eating,Home,Restaurant,324
December,Wednesday,Evening,Eating,Pub,Restaurant,40
December,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,26
December,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1135
December,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,220
December,Wednesday,Evening,Going Back to Home,Pub,Home,95
December,Wednesday,Evening,Work/Home Commute,Work,Home,3322
December,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,486
December,Wednesday,Night,Going Back to Home,Pub,Home,1111
December,Wednesday,Night,Going Back to Home,Restaurant,Home,51
December,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,138
December,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,607
December,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
December,Wednesday,Night,Eating,Pub,Restaurant,136
December,Wednesday,Night,Eating,Home,Restaurant,547
December,Wednesday,Night,Recreation (Social Gathering),Home,Pub,810
December,Wednesday,Night,Work/Home Commute,Work,Home,10
January,Sunday,Morning,Eating,Home,Restaurant,2184
January,Sunday,Morning,Eating,Work,Restaurant,82
January,Sunday,Morning,Eating,Pub,Restaurant,38
January,Sunday,Morning,Recreation (Social Gathering),Home,Pub,2221
January,Sunday,Morning,Coming Back From Restaurant,Restaurant,Home,2005
January,Sunday,Morning,Coming Back From Restaurant,Restaurant,Pub,19
January,Sunday,Morning,Coming Back From Restaurant,Restaurant,Work,60
January,Sunday,Morning,Going Back to Home,Restaurant,Home,119
January,Sunday,Morning,Going Back to Home,Pub,Home,1620
January,Sunday,Morning,Work/Home Commute,Home,Work,520
January,Sunday,Afternoon,Going Back to Home,Pub,Home,682
January,Sunday,Afternoon,Eating,Pub,Restaurant,149
January,Sunday,Afternoon,Eating,Home,Restaurant,570
January,Sunday,Afternoon,Eating,Work,Restaurant,191
January,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Home,481
January,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,119
January,Sunday,Afternoon,Coming Back From Restaurant,Restaurant,Work,168
January,Sunday,Afternoon,Recreation (Social Gathering),Home,Pub,656
January,Sunday,Evening,Coming Back From Restaurant,Restaurant,Home,850
January,Sunday,Evening,Coming Back From Restaurant,Restaurant,Pub,203
January,Sunday,Evening,Coming Back From Restaurant,Restaurant,Work,171
January,Sunday,Evening,Going Back to Home,Pub,Home,1381
January,Sunday,Evening,Eating,Work,Restaurant,126
January,Sunday,Evening,Eating,Home,Restaurant,797
January,Sunday,Evening,Eating,Pub,Restaurant,179
January,Sunday,Evening,Recreation (Social Gathering),Home,Pub,1523
January,Sunday,Evening,Work/Home Commute,Work,Home,515
January,Sunday,Night,Going Back to Home,Pub,Home,2232
January,Sunday,Night,Going Back to Home,Restaurant,Home,54
January,Sunday,Night,Coming Back From Restaurant,Restaurant,Home,667
January,Sunday,Night,Coming Back From Restaurant,Restaurant,Pub,256
January,Sunday,Night,Eating,Home,Restaurant,609
January,Sunday,Night,Eating,Pub,Restaurant,244
January,Sunday,Night,Recreation (Social Gathering),Home,Pub,1547
January,Sunday,Night,Work/Home Commute,Work,Home,5
January,Monday,Morning,Eating,Home,Restaurant,121
January,Monday,Morning,Eating,Pub,Restaurant,1
January,Monday,Morning,Eating,Work,Restaurant,543
January,Monday,Morning,Recreation (Social Gathering),Home,Pub,162
January,Monday,Morning,Coming Back From Restaurant,Restaurant,Pub,2
January,Monday,Morning,Coming Back From Restaurant,Restaurant,Home,123
January,Monday,Morning,Coming Back From Restaurant,Restaurant,Work,279
January,Monday,Morning,Going Back to Home,Pub,Home,311
January,Monday,Morning,Going Back to Home,Restaurant,Home,7
January,Monday,Morning,Work/Home Commute,Home,Work,4170
January,Monday,Afternoon,Eating,Work,Restaurant,1642
January,Monday,Afternoon,Eating,Home,Restaurant,27
January,Monday,Afternoon,Eating,Pub,Restaurant,17
January,Monday,Afternoon,Going Back to Home,Pub,Home,46
January,Monday,Afternoon,Recreation (Social Gathering),Home,Pub,48
January,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,12
January,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1624
January,Monday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
January,Monday,Evening,Eating,Work,Restaurant,1111
January,Monday,Evening,Eating,Home,Restaurant,435
January,Monday,Evening,Eating,Pub,Restaurant,73
January,Monday,Evening,Going Back to Home,Pub,Home,161
January,Monday,Evening,Work/Home Commute,Work,Home,4164
January,Monday,Evening,Coming Back From Restaurant,Restaurant,Work,1391
January,Monday,Evening,Coming Back From Restaurant,Restaurant,Home,288
January,Monday,Evening,Coming Back From Restaurant,Restaurant,Pub,51
January,Monday,Evening,Recreation (Social Gathering),Home,Pub,858
January,Monday,Night,Going Back to Home,Pub,Home,1965
January,Monday,Night,Going Back to Home,Restaurant,Home,58
January,Monday,Night,Eating,Pub,Restaurant,237
January,Monday,Night,Eating,Home,Restaurant,687
January,Monday,Night,Coming Back From Restaurant,Restaurant,Home,780
January,Monday,Night,Coming Back From Restaurant,Restaurant,Pub,249
January,Monday,Night,Coming Back From Restaurant,Restaurant,Work,2
January,Monday,Night,Recreation (Social Gathering),Home,Pub,1407
January,Monday,Night,Work/Home Commute,Work,Home,6
January,Tuesday,Morning,Eating,Home,Restaurant,139
January,Tuesday,Morning,Eating,Work,Restaurant,533
January,Tuesday,Morning,Eating,Pub,Restaurant,6
January,Tuesday,Morning,Recreation (Social Gathering),Home,Pub,123
January,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Home,139
January,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Work,259
January,Tuesday,Morning,Coming Back From Restaurant,Restaurant,Pub,4
January,Tuesday,Morning,Going Back to Home,Pub,Home,260
January,Tuesday,Morning,Going Back to Home,Restaurant,Home,17
January,Tuesday,Morning,Work/Home Commute,Home,Work,4175
January,Tuesday,Afternoon,Eating,Work,Restaurant,1673
January,Tuesday,Afternoon,Eating,Pub,Restaurant,3
January,Tuesday,Afternoon,Eating,Home,Restaurant,30
January,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,6
January,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1662
January,Tuesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,27
January,Tuesday,Afternoon,Going Back to Home,Pub,Home,45
January,Tuesday,Afternoon,Recreation (Social Gathering),Home,Pub,38
January,Tuesday,Evening,Eating,Work,Restaurant,1103
January,Tuesday,Evening,Eating,Home,Restaurant,411
January,Tuesday,Evening,Eating,Pub,Restaurant,67
January,Tuesday,Evening,Work/Home Commute,Work,Home,4164
January,Tuesday,Evening,Going Back to Home,Pub,Home,98
January,Tuesday,Evening,Recreation (Social Gathering),Home,Pub,613
January,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Work,1387
January,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Home,268
January,Tuesday,Evening,Coming Back From Restaurant,Restaurant,Pub,40
January,Tuesday,Night,Going Back to Home,Pub,Home,1448
January,Tuesday,Night,Going Back to Home,Restaurant,Home,68
January,Tuesday,Night,Coming Back From Restaurant,Restaurant,Pub,162
January,Tuesday,Night,Coming Back From Restaurant,Restaurant,Home,818
January,Tuesday,Night,Coming Back From Restaurant,Restaurant,Work,1
January,Tuesday,Night,Eating,Home,Restaurant,731
January,Tuesday,Night,Eating,Pub,Restaurant,154
January,Tuesday,Night,Work/Home Commute,Work,Home,11
January,Tuesday,Night,Recreation (Social Gathering),Home,Pub,1057
January,Wednesday,Morning,Recreation (Social Gathering),Home,Pub,90
January,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Pub,5
January,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Home,112
January,Wednesday,Morning,Coming Back From Restaurant,Restaurant,Work,196
January,Wednesday,Morning,Eating,Home,Restaurant,109
January,Wednesday,Morning,Eating,Work,Restaurant,408
January,Wednesday,Morning,Eating,Pub,Restaurant,4
January,Wednesday,Morning,Work/Home Commute,Home,Work,3332
January,Wednesday,Morning,Going Back to Home,Pub,Home,179
January,Wednesday,Morning,Going Back to Home,Restaurant,Home,8
January,Wednesday,Afternoon,Eating,Work,Restaurant,1341
January,Wednesday,Afternoon,Eating,Home,Restaurant,21
January,Wednesday,Afternoon,Eating,Pub,Restaurant,1
January,Wednesday,Afternoon,Going Back to Home,Pub,Home,27
January,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,2
January,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1313
January,Wednesday,Afternoon,Coming Back From Restaurant,Restaurant,Home,19
January,Wednesday,Afternoon,Recreation (Social Gathering),Home,Pub,35
January,Wednesday,Evening,Eating,Work,Restaurant,892
January,Wednesday,Evening,Eating,Home,Restaurant,334
January,Wednesday,Evening,Eating,Pub,Restaurant,46
January,Wednesday,Evening,Going Back to Home,Pub,Home,95
January,Wednesday,Evening,Work/Home Commute,Work,Home,3322
January,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Work,1130
January,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Pub,20
January,Wednesday,Evening,Coming Back From Restaurant,Restaurant,Home,234
January,Wednesday,Evening,Recreation (Social Gathering),Home,Pub,473
January,Wednesday,Night,Going Back to Home,Pub,Home,1089
January,Wednesday,Night,Going Back to Home,Restaurant,Home,43
January,Wednesday,Night,Eating,Home,Restaurant,596
January,Wednesday,Night,Eating,Pub,Restaurant,101
January,Wednesday,Night,Recreation (Social Gathering),Home,Pub,768
January,Wednesday,Night,Coming Back From Restaurant,Restaurant,Pub,118
January,Wednesday,Night,Coming Back From Restaurant,Restaurant,Home,653
January,Wednesday,Night,Coming Back From Restaurant,Restaurant,Work,2
January,Wednesday,Night,Work/Home Commute,Work,Home,10
January,Thursday,Morning,Eating,Pub,Restaurant,13
January,Thursday,Morning,Eating,Home,Restaurant,77
January,Thursday,Morning,Eating,Work,Restaurant,404
January,Thursday,Morning,Coming Back From Restaurant,Restaurant,Pub,11
January,Thursday,Morning,Coming Back From Restaurant,Restaurant,Home,79
January,Thursday,Morning,Coming Back From Restaurant,Restaurant,Work,192
January,Thursday,Morning,Recreation (Social Gathering),Home,Pub,117
January,Thursday,Morning,Work/Home Commute,Home,Work,3368
January,Thursday,Morning,Going Back to Home,Pub,Home,166
January,Thursday,Morning,Going Back to Home,Restaurant,Home,9
January,Thursday,Afternoon,Eating,Work,Restaurant,1335
January,Thursday,Afternoon,Eating,Home,Restaurant,23
January,Thursday,Afternoon,Eating,Pub,Restaurant,5
January,Thursday,Afternoon,Going Back to Home,Pub,Home,36
January,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,6
January,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1311
January,Thursday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
January,Thursday,Afternoon,Recreation (Social Gathering),Home,Pub,38
January,Thursday,Evening,Eating,Work,Restaurant,907
January,Thursday,Evening,Eating,Home,Restaurant,336
January,Thursday,Evening,Eating,Pub,Restaurant,42
January,Thursday,Evening,Coming Back From Restaurant,Restaurant,Pub,17
January,Thursday,Evening,Coming Back From Restaurant,Restaurant,Work,1142
January,Thursday,Evening,Coming Back From Restaurant,Restaurant,Home,232
January,Thursday,Evening,Going Back to Home,Pub,Home,117
January,Thursday,Evening,Work/Home Commute,Work,Home,3358
January,Thursday,Evening,Recreation (Social Gathering),Home,Pub,571
January,Thursday,Night,Going Back to Home,Pub,Home,1260
January,Thursday,Night,Going Back to Home,Restaurant,Home,47
January,Thursday,Night,Coming Back From Restaurant,Restaurant,Pub,141
January,Thursday,Night,Coming Back From Restaurant,Restaurant,Home,607
January,Thursday,Night,Coming Back From Restaurant,Restaurant,Work,1
January,Thursday,Night,Eating,Home,Restaurant,541
January,Thursday,Night,Eating,Pub,Restaurant,130
January,Thursday,Night,Recreation (Social Gathering),Home,Pub,909
January,Thursday,Night,Work/Home Commute,Work,Home,10
January,Friday,Morning,Eating,Pub,Restaurant,5
January,Friday,Morning,Eating,Home,Restaurant,86
January,Friday,Morning,Eating,Work,Restaurant,414
January,Friday,Morning,Coming Back From Restaurant,Restaurant,Pub,7
January,Friday,Morning,Coming Back From Restaurant,Restaurant,Home,86
January,Friday,Morning,Coming Back From Restaurant,Restaurant,Work,202
January,Friday,Morning,Going Back to Home,Pub,Home,171
January,Friday,Morning,Going Back to Home,Restaurant,Home,6
January,Friday,Morning,Work/Home Commute,Home,Work,3380
January,Friday,Morning,Recreation (Social Gathering),Home,Pub,66
January,Friday,Afternoon,Eating,Work,Restaurant,1328
January,Friday,Afternoon,Eating,Home,Restaurant,20
January,Friday,Afternoon,Eating,Pub,Restaurant,4
January,Friday,Afternoon,Going Back to Home,Pub,Home,23
January,Friday,Afternoon,Recreation (Social Gathering),Home,Pub,23
January,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Pub,2
January,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Work,1290
January,Friday,Afternoon,Coming Back From Restaurant,Restaurant,Home,18
January,Friday,Evening,Eating,Work,Restaurant,922
January,Friday,Evening,Eating,Home,Restaurant,333
January,Friday,Evening,Eating,Pub,Restaurant,51
January,Friday,Evening,Going Back to Home,Pub,Home,93
January,Friday,Evening,Coming Back From Restaurant,Restaurant,Home,225
January,Friday,Evening,Coming Back From Restaurant,Restaurant,Work,1171
January,Friday,Evening,Coming Back From Restaurant,Restaurant,Pub,25
January,Friday,Evening,Work/Home Commute,Work,Home,3371
January,Friday,Evening,Recreation (Social Gathering),Home,Pub,644
January,Friday,Night,Going Back to Home,Pub,Home,1546
January,Friday,Night,Going Back to Home,Restaurant,Home,56
January,Friday,Night,Coming Back From Restaurant,Restaurant,Pub,166
January,Friday,Night,Coming Back From Restaurant,Restaurant,Home,574
January,Friday,Night,Coming Back From Restaurant,Restaurant,Work,1
January,Friday,Night,Eating,Home,Restaurant,506
January,Friday,Night,Eating,Pub,Restaurant,158
